V,1705426116.519266
V,1705426121.9478393
X,1705426129.081269
C,1705426134.2137063
V,1705426138.9380472
Q,1705426146.082119
V,1705426151.5970852
T,1705426155.6664193
Y,1705426162.2115772
V,1705426167.4120932
V,1705426171.9315596
Y,1705426178.5112
R,1705426182.9828994
V,1705426188.715828
V,1705426194.3887677
V,1705426200.5271761
V,1705426205.4881246
C,1705426211.3993888
V,1705426218.7373075
Y,1705426223.8001063
V,1705426229.0131352
N,1705426234.362454
N,1705426238.8725617
V,1705426244.7367687
V,1705426250.3978193
V,1705426255.9357963
